Symbol,start_date,end_date,n_change,n_gain,gain_ratio,relative_change,date_trailing_end,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
ZEPP,2024-01-02,2025-08-15,406,180,0.44,4.88,2025-07-07,30,18,0.6,8.8,11.8209,1
SLDP,2024-01-02,2025-08-15,406,182,0.45,2.78,2025-07-07,30,17,0.57,1.223529411764706,2.2828,2
UAVS,2024-01-02,2025-08-15,406,139,0.34,-0.98,2025-07-07,30,14,0.47,1.0,1.8667,3
ZIMV,2024-01-02,2025-08-15,406,198,0.49,0.050000000000000044,2025-07-07,30,11,0.37,1.0192307692307692,1.8656,4
FOSL,2024-01-02,2025-08-15,406,168,0.41,1.0499999999999998,2025-07-07,30,14,0.47,0.9523809523809521,1.7834,5
COMM,2024-01-02,2025-08-15,406,204,0.5,4.42,2025-07-07,30,16,0.53,0.8819444444444444,1.6717,6
WULF,2024-01-02,2025-08-15,406,197,0.49,2.9,2025-07-07,30,18,0.6,0.8660287081339715,1.6525,7
BE,2024-01-02,2025-08-15,406,205,0.5,2.07,2025-07-07,30,18,0.6,0.8606060606060606,1.6427,8
SNDX,2024-01-02,2025-08-15,406,200,0.49,-0.28,2025-07-07,30,18,0.6,0.7999999999999998,1.5319,9
GPRO,2024-01-02,2025-08-15,406,167,0.41,-0.61,2025-07-07,30,18,0.6,0.7727272727272727,1.4818,10
ETHE,2024-01-02,2025-08-15,406,205,0.5,1.0899999999999999,2025-07-07,30,18,0.6,0.7131147540983607,1.3719,11
UP,2024-01-02,2025-08-15,406,186,0.46,-0.53,2025-07-07,30,15,0.5,0.6785714285714284,1.2984,12
STEM,2024-01-02,2025-08-15,406,176,0.43,-0.8,2025-07-07,30,17,0.57,0.6666666666666667,1.283,13
MATV,2024-01-02,2025-08-15,406,199,0.49,-0.22999999999999998,2025-07-07,30,18,0.6,0.6041666666666667,1.1691,14
BW,2024-01-02,2025-08-15,406,182,0.45,0.06000000000000005,2025-07-07,30,12,0.4,0.5820895522388059,1.1103,15
JOBY,2024-01-02,2025-08-15,406,191,0.47,1.69,2025-07-07,30,15,0.5,0.5639534883720929,1.087,16
