Symbol,start_date,end_date,n_change,n_gain,gain_ratio,relative_change,date_trailing_end,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
WBX,2024-01-02,2025-07-10,380,140,0.37,2.65,2025-04-14,60,19,0.32,14.869565217391303,16.6829,1
DTC,2024-01-02,2025-07-10,380,152,0.4,-0.94,2025-04-14,60,30,0.5,2.0,3.75,2
QUBT,2024-01-02,2025-07-10,380,164,0.43,20.55,2025-04-14,60,30,0.5,1.7452229299363058,3.2986,3
AMPX,2024-01-02,2025-07-10,380,166,0.44,0.6200000000000001,2025-04-14,60,33,0.55,1.7000000000000002,3.2334,4
OWLT,2024-01-02,2025-07-10,380,184,0.48,0.54,2025-04-14,60,37,0.62,1.6551724137931036,3.1686,5
YSG,2024-01-02,2025-07-10,380,195,0.51,1.4900000000000002,2025-04-14,60,36,0.6,1.5408163265306123,2.9552,6
BW,2024-01-02,2025-07-10,380,171,0.45,-0.29000000000000004,2025-04-14,60,27,0.45,1.5357142857142851,2.9061,7
CRDO,2024-01-02,2025-07-10,380,205,0.54,4.29,2025-04-14,60,37,0.62,1.483568075117371,2.8528,8
OKLO,2024-01-02,2025-07-10,380,188,0.49,4.23,2025-04-14,60,31,0.52,1.455399061032864,2.7803,9
ZEPP,2024-01-02,2025-07-10,380,166,0.44,0.06000000000000005,2025-04-14,60,31,0.52,1.4090909090909092,2.6957,10
SMR,2024-01-02,2025-07-10,380,186,0.49,10.47,2025-04-14,60,34,0.57,1.360082304526749,2.6155,11
RAIL,2024-01-02,2025-07-10,380,194,0.51,3.4699999999999998,2025-04-14,60,32,0.53,1.3526315789473684,2.5955,12
SLDP,2024-01-02,2025-07-10,380,168,0.44,0.95,2025-04-14,60,34,0.57,1.3214285714285716,2.544,13
COMM,2024-01-02,2025-07-10,380,189,0.5,1.75,2025-04-14,60,36,0.6,1.291666666666667,2.4939,14
QBTS,2024-01-02,2025-07-10,380,163,0.43,18.52,2025-04-14,60,27,0.45,1.2803738317757007,2.4448,15
SANA,2024-01-02,2025-07-10,380,166,0.44,-0.030000000000000027,2025-04-14,60,28,0.47,1.255813953488372,2.4038,16
HOOD,2024-01-02,2025-07-10,380,216,0.57,6.98,2025-04-14,60,36,0.6,1.2352941176470589,2.3886,17
