Symbol,start_date,end_date,n_change,n_gain,gain_ratio,relative_change,date_trailing_end,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
ZEPP,2024-01-02,2025-08-15,406,180,0.44,4.88,2025-06-18,41,26,0.63,13.341463414634147,17.6342,1
WBX,2024-01-02,2025-08-15,406,151,0.37,1.6099999999999999,2025-06-18,41,16,0.39,12.736842105263158,14.1832,2
COMM,2024-01-02,2025-08-15,406,204,0.5,4.42,2025-06-18,41,26,0.63,1.5809523809523807,2.9807,3
SLDP,2024-01-02,2025-08-15,406,182,0.45,2.78,2025-06-18,41,25,0.61,1.554054054054054,2.9262,4
WULF,2024-01-02,2025-08-15,406,197,0.49,2.9,2025-06-18,41,24,0.59,1.3353293413173652,2.5299,5
FOSL,2024-01-02,2025-08-15,406,168,0.41,1.0499999999999998,2025-06-18,41,20,0.49,1.2777777777777777,2.4021,6
RUN,2024-01-02,2025-08-15,406,191,0.47,-0.28,2025-06-18,41,22,0.54,1.25,2.3656,7
ZIMV,2024-01-02,2025-08-15,406,198,0.49,0.050000000000000044,2025-06-18,41,20,0.49,1.1875,2.2419,8
BE,2024-01-02,2025-08-15,406,205,0.5,2.07,2025-06-18,41,26,0.63,1.102739726027397,2.1157,9
UAVS,2024-01-02,2025-08-15,406,139,0.34,-0.98,2025-06-18,41,18,0.44,1.0,1.8947,10
RNWEY,2024-01-02,2025-08-15,406,58,0.14,-0.8200000000000001,2025-06-18,41,2,0.05,1.5714285714285712,1.76,11
AMPX,2024-01-02,2025-08-15,406,176,0.43,0.78,2025-06-18,41,20,0.49,0.8936170212765959,1.7108,12
JOBY,2024-01-02,2025-08-15,406,191,0.47,1.69,2025-06-18,41,21,0.51,0.8811188811188813,1.6913,13
MATV,2024-01-02,2025-08-15,406,199,0.49,-0.22999999999999998,2025-06-18,41,25,0.61,0.7906976744186047,1.5329,14
VHC,2024-01-02,2025-08-15,406,183,0.45,1.15,2025-06-18,41,21,0.51,0.7622950819672132,1.4712,15
ETHE,2024-01-02,2025-08-15,406,205,0.5,1.0899999999999999,2025-06-18,41,22,0.54,0.7563025210084033,1.4623,16
STEM,2024-01-02,2025-08-15,406,176,0.43,-0.8,2025-06-18,41,21,0.51,0.6666666666666667,1.2923,17
SOUN,2024-01-02,2025-08-15,406,181,0.45,6.5,2025-06-18,41,20,0.49,0.6556291390728477,1.2696,18
BW,2024-01-02,2025-08-15,406,182,0.45,0.06000000000000005,2025-06-18,41,18,0.44,0.65625,1.2663,19
KSS,2024-01-02,2025-08-15,406,186,0.46,-0.43999999999999995,2025-06-18,41,24,0.59,0.6470588235294119,1.2601,20
SNDX,2024-01-02,2025-08-15,406,200,0.49,-0.28,2025-06-18,41,23,0.56,0.6363636363636362,1.2385,21
