Symbol,start_date,end_date,n_change,n_gain,gain_ratio,relative_change,date_trailing_end,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
ZEPP,2024-01-02,2025-08-15,406,180,0.44,4.88,2025-06-12,45,26,0.58,13.341463414634147,17.6342,1
WBX,2024-01-02,2025-08-15,406,151,0.37,1.6099999999999999,2025-06-12,45,16,0.36,11.428571428571429,13.3333,2
SLDP,2024-01-02,2025-08-15,406,182,0.45,2.78,2025-06-12,45,26,0.58,1.8636363636363633,3.478,3
COMM,2024-01-02,2025-08-15,406,204,0.5,4.42,2025-06-12,45,28,0.62,1.4524886877828056,2.7617,4
FOSL,2024-01-02,2025-08-15,406,168,0.41,1.0499999999999998,2025-06-12,45,22,0.49,1.2527472527472523,2.3705,5
WULF,2024-01-02,2025-08-15,406,197,0.49,2.9,2025-06-12,45,25,0.56,1.108108108108108,2.1222,6
BE,2024-01-02,2025-08-15,406,205,0.5,2.07,2025-06-12,45,27,0.6,1.033112582781457,1.9901,7
ZIMV,2024-01-02,2025-08-15,406,198,0.49,0.050000000000000044,2025-06-12,45,21,0.47,1.0192307692307692,1.9441,8
UAVS,2024-01-02,2025-08-15,406,139,0.34,-0.98,2025-06-12,45,21,0.47,1.0,1.9091,9
RNWEY,2024-01-02,2025-08-15,406,58,0.14,-0.8200000000000001,2025-06-12,45,2,0.04,1.5714285714285712,1.76,10
JOBY,2024-01-02,2025-08-15,406,191,0.47,1.69,2025-06-12,45,22,0.49,0.8680555555555556,1.6702,11
AMPX,2024-01-02,2025-08-15,406,176,0.43,0.78,2025-06-12,45,22,0.49,0.8163265306122449,1.5742,12
MATV,2024-01-02,2025-08-15,406,199,0.49,-0.22999999999999998,2025-06-12,45,26,0.58,0.75,1.4579,13
RBCN,2024-01-02,2025-08-15,406,122,0.3,3.6399999999999997,2025-06-12,45,20,0.44,0.7185185185185183,1.3872,14
RKLB,2024-01-02,2025-08-15,406,209,0.51,7.34,2025-06-12,45,22,0.49,0.6780684104627768,1.3156,15
SOUN,2024-01-02,2025-08-15,406,181,0.45,6.5,2025-06-12,45,21,0.47,0.6483516483516485,1.2579,16
BWMX,2024-01-02,2025-08-15,406,182,0.45,0.08000000000000007,2025-06-12,45,28,0.62,0.6363636363636365,1.2444,17
RUN,2024-01-02,2025-08-15,406,191,0.47,-0.28,2025-06-12,45,23,0.51,0.6363636363636362,1.2385,18
ETHE,2024-01-02,2025-08-15,406,205,0.5,1.0899999999999999,2025-06-12,45,23,0.51,0.6201550387596897,1.2077,19
KSS,2024-01-02,2025-08-15,406,186,0.46,-0.43999999999999995,2025-06-12,45,25,0.56,0.6000000000000003,1.1719,20
SOFI,2024-01-02,2025-08-15,406,211,0.52,1.46,2025-06-12,45,28,0.62,0.5974025974025974,1.1698,21
DQ,2024-01-02,2025-08-15,406,202,0.5,-0.08999999999999997,2025-06-12,45,26,0.58,0.5964912280701757,1.1662,22
CRDO,2024-01-02,2025-08-15,406,220,0.54,5.35,2025-06-12,45,26,0.58,0.5717821782178216,1.119,23
VHC,2024-01-02,2025-08-15,406,183,0.45,1.15,2025-06-12,45,22,0.49,0.5693430656934304,1.11,24
GPRO,2024-01-02,2025-08-15,406,167,0.41,-0.61,2025-06-12,45,24,0.53,0.56,1.0945,25
SCS,2024-01-02,2025-08-15,406,199,0.49,0.29000000000000004,2025-06-12,45,23,0.51,0.5542168674698795,1.0824,26
HOOD,2024-01-02,2025-08-15,406,231,0.57,8.23,2025-06-12,45,25,0.56,0.54606365159129,1.0688,27
STEM,2024-01-02,2025-08-15,406,176,0.43,-0.8,2025-06-12,45,22,0.49,0.5384615384615385,1.0512,28
U,2024-01-02,2025-08-15,406,199,0.49,-0.020000000000000018,2025-06-12,45,24,0.53,0.53125,1.0395,29
AEHR,2024-01-02,2025-08-15,406,180,0.44,-0.27,2025-06-12,45,23,0.51,0.5208333333333333,1.0186,30
NUVB,2024-01-02,2025-08-15,406,183,0.45,0.75,2025-06-12,45,21,0.47,0.5217391304347827,1.0182,31
BHC,2024-01-02,2025-08-15,406,206,0.51,0.07000000000000006,2025-06-12,45,26,0.58,0.507042253521127,0.9947,32
CLS,2024-01-02,2025-08-15,406,231,0.57,5.91,2025-06-12,45,28,0.62,0.4956709956709957,0.9741,33
AMD,2024-01-02,2025-08-15,406,205,0.5,0.28,2025-06-12,45,28,0.62,0.4883720930232558,0.96,34
SPTN,2024-01-02,2025-08-15,406,196,0.48,0.17999999999999994,2025-06-12,45,21,0.47,0.47499999999999987,0.929,35
CLF,2024-01-02,2025-08-15,406,186,0.46,-0.47,2025-06-12,45,23,0.51,0.4722222222222223,0.9254,36
SNDX,2024-01-02,2025-08-15,406,200,0.49,-0.28,2025-06-12,45,23,0.51,0.4693877551020409,0.92,37
ABCL,2024-01-02,2025-08-15,406,184,0.45,-0.19999999999999996,2025-06-12,45,24,0.53,0.4545454545454546,0.8922,38
MBI,2024-01-02,2025-08-15,406,201,0.5,0.09000000000000008,2025-06-12,45,25,0.56,0.45333333333333337,0.8905,39
CIA,2024-01-02,2025-08-15,406,207,0.51,0.8700000000000001,2025-06-12,45,24,0.53,0.43846153846153846,0.8612,40
AMLX,2024-01-02,2025-08-15,406,203,0.5,-0.47,2025-06-12,45,23,0.51,0.43243243243243246,0.8489,41
DISPF,2024-01-02,2025-08-15,406,40,0.1,-12.12,2025-06-12,45,2,0.04,0.5316804407713498,0.84,42
LPSN,2024-01-02,2025-08-15,406,171,0.42,-0.73,2025-06-12,45,22,0.49,0.42105263157894735,0.8263,43
IVZ,2024-01-02,2025-08-15,406,218,0.54,0.28,2025-06-12,45,28,0.62,0.4065934065934065,0.8015,44
BW,2024-01-02,2025-08-15,406,182,0.45,0.06000000000000005,2025-06-12,45,18,0.4,0.3947368421052633,0.7725,45
GILT,2024-01-02,2025-08-15,406,185,0.46,0.41999999999999993,2025-06-12,45,20,0.44,0.392156862745098,0.7692,46
RGTI,2024-01-02,2025-08-15,406,190,0.47,17.1,2025-06-12,45,21,0.47,0.376425855513308,0.7396,47
EMBC,2024-01-02,2025-08-15,406,192,0.47,-0.22999999999999998,2025-06-12,45,23,0.51,0.375,0.738,48
CYD,2024-01-02,2025-08-15,406,208,0.51,2.63,2025-06-12,45,27,0.6,0.3698113207547169,0.7296,49
CELH,2024-01-02,2025-08-15,406,189,0.47,-0.030000000000000027,2025-06-12,45,25,0.56,0.3661971830985915,0.7218,50
TME,2024-01-02,2025-08-15,406,207,0.51,1.9500000000000002,2025-06-12,45,28,0.62,0.3532110091743119,0.6976,51
WDC,2024-01-02,2025-08-15,406,217,0.53,0.96,2025-06-12,45,31,0.69,0.3517241379310345,0.6956,52
ALB,2024-01-02,2025-08-15,406,195,0.48,-0.42000000000000004,2025-06-12,45,25,0.56,0.34883720930232553,0.6881,53
SVRA,2024-01-02,2025-08-15,406,192,0.47,-0.30000000000000004,2025-06-12,45,28,0.62,0.34615384615384603,0.6839,54
GHLD,2024-01-02,2025-08-15,406,188,0.46,0.52,2025-06-12,45,27,0.6,0.34513274336283195,0.6816,55
VNET,2024-01-02,2025-08-15,406,191,0.47,1.88,2025-06-12,45,20,0.44,0.3457943925233644,0.6798,56
HBI,2024-01-02,2025-08-15,406,193,0.48,0.43999999999999995,2025-06-12,45,20,0.44,0.3457943925233644,0.6798,56
CDXS,2024-01-02,2025-08-15,406,193,0.48,-0.040000000000000036,2025-06-12,45,24,0.53,0.33333333333333326,0.6575,58
DTC,2024-01-02,2025-08-15,406,161,0.4,-0.96,2025-06-12,45,20,0.44,0.3333333333333335,0.6557,59
OPI,2024-01-02,2025-08-15,406,142,0.35,-0.96,2025-06-12,45,14,0.31,0.3333333333333335,0.6512,60
