Symbol,start_date,end_date,n_change,n_gain,gain_ratio,relative_change,date_trailing_end,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
ZEPP,2024-01-02,2025-08-15,406,180,0.44,4.88,2025-07-03,31,19,0.61,10.307692307692307,13.3648,1
SLDP,2024-01-02,2025-08-15,406,182,0.45,2.78,2025-07-03,31,17,0.55,1.0543478260869565,1.9856,2
UAVS,2024-01-02,2025-08-15,406,139,0.34,-0.98,2025-07-03,31,14,0.45,1.0,1.8667,3
FOSL,2024-01-02,2025-08-15,406,168,0.41,1.0499999999999998,2025-07-03,31,14,0.45,0.8981481481481479,1.688,4
BE,2024-01-02,2025-08-15,406,205,0.5,2.07,2025-07-03,31,19,0.61,0.8719512195121952,1.6674,5
ZIMV,2024-01-02,2025-08-15,406,198,0.49,0.050000000000000044,2025-07-03,31,12,0.39,0.8421052631578949,1.5738,6
COMM,2024-01-02,2025-08-15,406,204,0.5,4.42,2025-07-03,31,17,0.55,0.7887788778877889,1.5076,7
GPRO,2024-01-02,2025-08-15,406,167,0.41,-0.61,2025-07-03,31,19,0.61,0.7727272727272727,1.4851,8
SNDX,2024-01-02,2025-08-15,406,200,0.49,-0.28,2025-07-03,31,18,0.58,0.7560975609756098,1.4512,9
WULF,2024-01-02,2025-08-15,406,197,0.49,2.9,2025-07-03,31,19,0.61,0.7030567685589519,1.3559,10
ETHE,2024-01-02,2025-08-15,406,205,0.5,1.0899999999999999,2025-07-03,31,18,0.58,0.6991869918699185,1.3461,11
STEM,2024-01-02,2025-08-15,406,176,0.43,-0.8,2025-07-03,31,18,0.58,0.6666666666666667,1.2857,12
UP,2024-01-02,2025-08-15,406,186,0.46,-0.53,2025-07-03,31,16,0.52,0.6206896551724139,1.195,13
JOBY,2024-01-02,2025-08-15,406,191,0.47,1.69,2025-07-03,31,16,0.52,0.5730994152046784,1.1066,14
AMPX,2024-01-02,2025-08-15,406,176,0.43,0.78,2025-07-03,31,15,0.48,0.5213675213675215,1.0077,15
NNOCF,2024-01-02,2025-08-15,406,27,0.07,-0.15000000000000002,2025-07-03,31,3,0.1,0.6037735849056602,1.0052,16
MATV,2024-01-02,2025-08-15,406,199,0.49,-0.22999999999999998,2025-07-03,31,19,0.61,0.5098039215686274,0.993,17
BW,2024-01-02,2025-08-15,406,182,0.45,0.06000000000000005,2025-07-03,31,13,0.42,0.5142857142857145,0.9894,18
BWMX,2024-01-02,2025-08-15,406,182,0.45,0.08000000000000007,2025-07-03,31,19,0.61,0.5000000000000002,0.9744,19
RBCN,2024-01-02,2025-08-15,406,122,0.3,3.6399999999999997,2025-07-03,31,14,0.45,0.5016181229773462,0.9685,20
KSS,2024-01-02,2025-08-15,406,186,0.46,-0.43999999999999995,2025-07-03,31,18,0.58,0.47368421052631593,0.9231,21
U,2024-01-02,2025-08-15,406,199,0.49,-0.020000000000000018,2025-07-03,31,16,0.52,0.4626865671641789,0.8994,22
SCS,2024-01-02,2025-08-15,406,199,0.49,0.29000000000000004,2025-07-03,31,16,0.52,0.449438202247191,0.8743,23
DISPF,2024-01-02,2025-08-15,406,40,0.1,-12.12,2025-07-03,31,2,0.06,0.5316804407713498,0.84,24
CIA,2024-01-02,2025-08-15,406,207,0.51,0.8700000000000001,2025-07-03,31,18,0.58,0.41666666666666674,0.8145,25
