Symbol,start_date,end_date,n_change,n_gain,gain_ratio,relative_change,date_trailing_end,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
ZEPP,2024-01-02,2025-08-15,406,180,0.44,4.88,2025-06-23,39,24,0.62,13.0,16.8649,1
WBX,2024-01-02,2025-08-15,406,166,0.41,1.6099999999999999,2025-06-23,39,17,0.44,13.5,15.0492,2
OPEN,2024-01-02,2025-08-15,406,185,0.46,-0.26,2025-06-23,39,27,0.69,5.166666666666667,8.6736,3
WOLF,2024-01-02,2025-08-15,406,178,0.44,-0.97,2025-06-23,39,14,0.36,2.0,3.5,4
SLDP,2024-01-02,2025-08-15,406,182,0.45,2.78,2025-06-23,39,24,0.62,1.7194244604316546,3.209,5
WULF,2024-01-02,2025-08-15,406,197,0.49,2.9,2025-06-23,39,24,0.62,1.5161290322580645,2.8521,6
COMM,2024-01-02,2025-08-15,406,204,0.5,4.42,2025-06-23,39,24,0.62,1.3982300884955756,2.6425,7
FOSL,2024-01-02,2025-08-15,406,168,0.41,1.0499999999999998,2025-06-23,39,19,0.49,1.383720930232558,2.5796,8
RUN,2024-01-02,2025-08-15,406,191,0.47,-0.28,2025-06-23,39,20,0.51,1.25,2.3529,9
ZIMV,2024-01-02,2025-08-15,406,198,0.49,0.050000000000000044,2025-06-23,39,19,0.49,1.1875,2.2353,10
AMPX,2024-01-02,2025-08-15,406,176,0.43,0.78,2025-06-23,39,19,0.49,1.0697674418604652,2.0255,11
BE,2024-01-02,2025-08-15,406,205,0.5,2.07,2025-06-23,39,24,0.62,1.0065359477124183,1.932,12
STEM,2024-01-02,2025-08-15,406,176,0.43,-0.8,2025-06-23,39,21,0.54,1.0,1.9091,13
UAVS,2024-01-02,2025-08-15,406,139,0.34,-0.98,2025-06-23,39,18,0.46,1.0,1.8947,14
JOBY,2024-01-02,2025-08-15,406,191,0.47,1.69,2025-06-23,39,20,0.51,0.9492753623188408,1.8125,15
RNWEY,2024-01-02,2025-08-15,406,58,0.14,-0.8200000000000001,2025-06-23,39,2,0.05,1.5714285714285712,1.76,16
ETHE,2024-01-02,2025-08-15,406,205,0.5,1.0899999999999999,2025-06-23,39,22,0.56,0.8828828828828825,1.6976,17
MATV,2024-01-02,2025-08-15,406,199,0.49,-0.22999999999999998,2025-06-23,39,25,0.64,0.7906976744186047,1.5329,18
SNDX,2024-01-02,2025-08-15,406,200,0.49,-0.28,2025-06-23,39,22,0.56,0.7142857142857142,1.3836,19
KSS,2024-01-02,2025-08-15,406,186,0.46,-0.43999999999999995,2025-06-23,39,24,0.62,0.696969696969697,1.3546,20
VHC,2024-01-02,2025-08-15,406,183,0.45,1.15,2025-06-23,39,21,0.54,0.6796875,1.3168,21
BW,2024-01-02,2025-08-15,406,182,0.45,0.06000000000000005,2025-06-23,39,17,0.44,0.65625,1.2637,22
SOUN,2024-01-02,2025-08-15,406,181,0.45,6.5,2025-06-23,39,18,0.46,0.6447368421052633,1.2449,23
U,2024-01-02,2025-08-15,406,199,0.49,-0.020000000000000018,2025-06-23,39,21,0.54,0.6333333333333333,1.2296,24
DQ,2024-01-02,2025-08-15,406,202,0.5,-0.08999999999999997,2025-06-23,39,24,0.62,0.625,1.2183,25
AEHR,2024-01-02,2025-08-15,406,180,0.44,-0.27,2025-06-23,39,20,0.51,0.6222222222222222,1.2069,26
BWMX,2024-01-02,2025-08-15,406,181,0.45,0.1299999999999999,2025-06-23,39,23,0.59,0.6142857142857143,1.1966,27
RBCN,2024-01-02,2025-08-15,406,122,0.3,3.6399999999999997,2025-06-23,39,17,0.44,0.5945017182130583,1.1488,28
GPRO,2024-01-02,2025-08-15,406,167,0.41,-0.61,2025-06-23,39,21,0.54,0.56,1.0909,29
AMLX,2024-01-02,2025-08-15,406,203,0.5,-0.47,2025-06-23,39,22,0.56,0.5588235294117647,1.09,30
SCS,2024-01-02,2025-08-15,406,199,0.49,0.29000000000000004,2025-06-23,39,21,0.54,0.5542168674698795,1.0799,31
SOFI,2024-01-02,2025-08-15,406,211,0.52,1.46,2025-06-23,39,26,0.67,0.5471698113207546,1.0718,32
RGTI,2024-01-02,2025-08-15,406,190,0.47,17.1,2025-06-23,39,20,0.51,0.5430520034100597,1.0574,33
CLF,2024-01-02,2025-08-15,406,186,0.46,-0.47,2025-06-23,39,21,0.54,0.5142857142857145,1.004,34
HOOD,2024-01-02,2025-08-15,406,231,0.57,8.23,2025-06-23,39,22,0.56,0.4959481361426257,0.97,35
CIA,2024-01-02,2025-08-15,406,207,0.51,0.8700000000000001,2025-06-23,39,22,0.56,0.4841269841269842,0.9474,36
INDI,2024-01-02,2025-08-15,406,180,0.44,-0.4,2025-06-23,39,19,0.49,0.46341463414634143,0.9048,37
ALB,2024-01-02,2025-08-15,406,195,0.48,-0.42000000000000004,2025-06-23,39,24,0.62,0.44999999999999973,0.8834,38
MNMD,2024-01-02,2025-08-15,406,195,0.48,1.65,2025-06-23,39,21,0.54,0.4480874316939889,0.8775,39
HBI,2024-01-02,2025-08-15,406,193,0.48,0.43999999999999995,2025-06-23,39,19,0.49,0.43999999999999995,0.8601,40
CLS,2024-01-02,2025-08-15,406,231,0.57,5.91,2025-06-23,39,24,0.62,0.4336099585062241,0.8518,41
MBI,2024-01-02,2025-08-15,406,201,0.5,0.09000000000000008,2025-06-23,39,22,0.56,0.4342105263157896,0.8516,42
DDD,2024-01-02,2025-08-15,406,169,0.42,-0.6699999999999999,2025-06-23,39,20,0.51,0.4347826086956521,0.8511,43
BYON,2024-01-02,2025-08-15,406,165,0.41,-0.6699999999999999,2025-06-23,39,19,0.49,0.4347826086956521,0.8501,44
SVRA,2024-01-02,2025-08-15,406,192,0.47,-0.30000000000000004,2025-06-23,39,26,0.67,0.4285714285714286,0.8432,45
DISPF,2024-01-02,2025-08-15,406,41,0.1,-20.36,2025-06-23,39,2,0.05,0.5304347826086955,0.8385,46
VNET,2024-01-02,2025-08-15,406,191,0.47,1.88,2025-06-23,39,18,0.46,0.4257425742574257,0.8318,47
IVZ,2024-01-02,2025-08-15,406,218,0.54,0.29000000000000004,2025-06-23,39,25,0.64,0.41758241758241765,0.8214,48
APLD,2024-01-02,2025-08-15,406,195,0.48,1.02,2025-06-23,39,14,0.36,0.42253521126760574,0.8203,49
POWL,2024-01-02,2025-08-15,406,210,0.52,1.8399999999999999,2025-06-23,39,22,0.56,0.40594059405940586,0.7972,50
EMBC,2024-01-02,2025-08-15,406,192,0.47,-0.22999999999999998,2025-06-23,39,21,0.54,0.3999999999999999,0.785,51
TME,2024-01-02,2025-08-15,406,208,0.51,1.9900000000000002,2025-06-23,39,25,0.64,0.3906976744186048,0.7694,52
NIO,2024-01-02,2025-08-15,406,185,0.46,-0.43000000000000005,2025-06-23,39,22,0.56,0.3902439024390243,0.7669,53
UP,2024-01-02,2025-08-15,406,186,0.46,-0.53,2025-06-23,39,19,0.49,0.38235294117647034,0.7496,54
CRDO,2024-01-02,2025-08-15,406,220,0.54,5.35,2025-06-23,39,22,0.56,0.3804347826086958,0.7479,55
FSLR,2024-01-02,2025-08-15,406,200,0.49,0.15999999999999992,2025-06-23,39,20,0.51,0.38095238095238093,0.7477,56
ABCL,2024-01-02,2025-08-15,406,184,0.45,-0.19999999999999996,2025-06-23,39,22,0.56,0.3793103448275863,0.7458,57
CRNC,2024-01-02,2025-08-15,406,184,0.45,-0.38,2025-06-23,39,20,0.51,0.37777777777777777,0.7415,58
BHC,2024-01-02,2025-08-15,406,206,0.51,0.07000000000000006,2025-06-23,39,23,0.59,0.3717948717948718,0.7318,59
PX,2024-01-02,2025-08-15,406,213,0.52,0.33000000000000007,2025-06-23,39,25,0.64,0.3711340206185567,0.7314,60
CYD,2024-01-02,2025-08-15,406,208,0.51,2.71,2025-06-23,39,24,0.62,0.36397058823529393,0.7171,61
AMD,2024-01-02,2025-08-15,406,205,0.5,0.28,2025-06-23,39,25,0.64,0.36170212765957466,0.7131,62
NUVB,2024-01-02,2025-08-15,406,183,0.45,0.75,2025-06-23,39,18,0.46,0.3565891472868217,0.6993,63
