Symbol,start_date,end_date,n_change,n_gain,gain_ratio,relative_change,date_trailing_end,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean
ZEPP,2024-01-02,2025-08-15,406,180,0.44,4.88,2025-06-09,48,29,0.6,13.0,17.9524,1
WBX,2024-01-02,2025-08-15,406,151,0.37,1.6099999999999999,2025-06-09,48,17,0.35,12.049999999999999,14.1033,2
SLDP,2024-01-02,2025-08-15,406,182,0.45,2.78,2025-06-09,48,28,0.58,2.230769230769231,4.1323,3
COMM,2024-01-02,2025-08-15,406,204,0.5,4.42,2025-06-09,48,31,0.65,1.5327102803738315,2.921,4
AMPX,2024-01-02,2025-08-15,406,176,0.43,0.78,2025-06-09,48,24,0.5,1.2531645569620253,2.382,5
FOSL,2024-01-02,2025-08-15,406,168,0.41,1.0499999999999998,2025-06-09,48,23,0.48,1.2527472527472523,2.3761,6
BE,2024-01-02,2025-08-15,406,205,0.5,2.07,2025-06-09,48,29,0.6,1.1172413793103448,2.1516,7
ZIMV,2024-01-02,2025-08-15,406,198,0.49,0.050000000000000044,2025-06-09,48,23,0.48,1.0192307692307692,1.952,8
UAVS,2024-01-02,2025-08-15,406,139,0.34,-0.98,2025-06-09,48,22,0.46,1.0,1.913,9
WULF,2024-01-02,2025-08-15,406,197,0.49,2.9,2025-06-09,48,26,0.54,0.9796954314720812,1.8882,10
RNWEY,2024-01-02,2025-08-15,406,58,0.14,-0.8200000000000001,2025-06-09,48,2,0.04,1.5714285714285712,1.76,11
ABCL,2024-01-02,2025-08-15,406,184,0.45,-0.19999999999999996,2025-06-09,48,27,0.56,0.8181818181818183,1.5882,12
JOBY,2024-01-02,2025-08-15,406,191,0.47,1.69,2025-06-09,48,25,0.52,0.8053691275167785,1.5605,13
MATV,2024-01-02,2025-08-15,406,199,0.49,-0.22999999999999998,2025-06-09,48,28,0.58,0.7906976744186047,1.538,14
BHC,2024-01-02,2025-08-15,406,206,0.51,0.07000000000000006,2025-06-09,48,29,0.6,0.7258064516129032,1.4162,15
RUN,2024-01-02,2025-08-15,406,191,0.47,-0.28,2025-06-09,48,24,0.5,0.7142857142857142,1.3873,16
SOFI,2024-01-02,2025-08-15,406,211,0.52,1.46,2025-06-09,48,30,0.62,0.6849315068493151,1.3393,17
ETHE,2024-01-02,2025-08-15,406,205,0.5,1.0899999999999999,2025-06-09,48,26,0.54,0.6854838709677418,1.3358,18
RBCN,2024-01-02,2025-08-15,406,122,0.3,3.6399999999999997,2025-06-09,48,21,0.44,0.6872727272727273,1.331,19
CRDO,2024-01-02,2025-08-15,406,220,0.54,5.35,2025-06-09,48,27,0.56,0.6408268733850129,1.2519,20
BWMX,2024-01-02,2025-08-15,406,182,0.45,0.08000000000000007,2025-06-09,48,28,0.58,0.6363636363636365,1.2444,21
CLS,2024-01-02,2025-08-15,406,231,0.57,5.91,2025-06-09,48,30,0.62,0.5921658986175116,1.1614,22
DQ,2024-01-02,2025-08-15,406,202,0.5,-0.08999999999999997,2025-06-09,48,28,0.58,0.5689655172413794,1.1153,23
HOOD,2024-01-02,2025-08-15,406,231,0.57,8.23,2025-06-09,48,26,0.54,0.5564924114671166,1.0897,24
KSS,2024-01-02,2025-08-15,406,186,0.46,-0.43999999999999995,2025-06-09,48,27,0.56,0.5555555555555558,1.0887,25
